id_gminy,id,siedziba 
1652,17644,"Urząd Gminy, ul. Słupska 56, 77-140 Kołczygłowy"
1652,17645,"Gminny Osrodek Kultury, ul. Szkolna 1, 77-140 Kołczygłowy"
1652,17646,"Świetlica wiejska, Gałąźnia Wielka 2a, 77-140 Kołczygłowy"
1652,17647,"Szkoła Podstawowa, Łubno 22, 77-140 Kołczygłowy"
1653,17648,"Zespół Szkół, Kaszubska 1, 77-138 Borowy Młyn"
1653,17649,"Budynek gminny, Borzyszkowy 4, 77-130 Lipnica"
1653,17650,"Zespół Szkół, Jana Pawła II 79, 77-139 Brzeźno Szlacheckie"
1653,17651,"Zespół Szkół, Szkolna 4, 77-130 Lipnica"
1653,17652,"Sala wiejska, Zapceń 98, 77-130 Lipnica"
1654,17653,"Sanus s. c., Osiedle Ceglane 1, 77-200 Miastko"
1654,17654,"Siedziba Miejsko-Gminnej Komisji ds. Rozwiązywania Problemów Alkoholowych w Miastku, ul. Juliana Tuwima 1, 77-200 Miastko"
1654,17655,"Przedszkole Miejskie Nr 3 w Miastku, ul. Juliana Tuwima 2, 77-200 Miastko"
1654,17656,"Państwowa Straż Pożarna w Miastku, ul. Konstytucji 3 Maja 2a, 77-200 Miastko"
1654,17657,"Przedszkole Nr 1 w Miastku, ul. Koszalińska 19, 77-200 Miastko"
1654,17658,"Zespół Szkół Ogólnokształcących i Technicznych, ul. Młodzieżowa 3, 77-200 Miastko"
1654,17667,"Szkoła Podstawowa Nr 2 w Miastku, ul. Kujawska 1, 77-200 Miastko"
1654,17660,"Centrum Edukacji Wiem, ul. Kaszubska 20, 77-200 Miastko"
1654,17661,"Szkoła Podstawowa w Dretyniu, Dretyń 26, 77-203 Miastko"
1654,17662,"Szkoła Podstawowa w Słosinku, Słosinko 4, 77-211 Miastko"
1654,17663,"Szkoła Podstawowa w Świerznie, Świerzno 4, 77-222 Miastko"
1654,17664,"Świetlica Wiejska w Trzcinnie, Trzcinno 8a, 77-200 Miastko"
1654,17665,"Szkoła Podstawowa w Piaszczynie, Piaszczyna 6, 77-207 Miastko"
1654,17666,"Środowiskowy Dom Samopomocy w Miastku, ul. Juliana Tuwima 1, 77-200 Miastko"
1654,17668,"Szpital Miejski w Miastku sp z o. o., ul. Wybickiego 30, 77-200 Miastko"
1655,17669,"Zespół Szkół w Parchowie, Kartuska 19A, 77-124 Parchowo"
1655,17670,"Wiejski Dom Kultury w Nakli, Długa 11/6, 77-127 Nakla"
1655,17671,"Budynek po byłej szkole, Chośnica 7, 77-124 Chośnica"
1655,17672,"Sala wiejska, Żukówko 17A, 77-121 Żukówko"
1656,17673,"Świetlica Wiejska w Studzienicach, ul. Brzozowa 5, 77-143 Studzienice"
1656,17674,"Świetlica Wiejska w Półcznie, Półczno 6, 77-125 Półczno"
1656,17675,"Centrum Kultury i Biblioteka Gminy Studzienice Ugoszcz, Ugoszcz 12b, 77-142 Ugoszcz"
1657,17676,"Urząd Gminy Trzebielino, Wiejska 15, 77-235 Trzebielino"
1657,17677,"Biblioteka Gminna Filia w Suchorzu, Suchorze Lipowa 2, 77-235 Trzebielino"
1657,17678,"Chrześcijański Ośrodek dla Osób Uzależnionych """"TEEN CHALLENGE"""" w Broczynie, Broczyna 11, 77-235 Trzebielino"
1658,17679,"Zespół Szkół, ul. ks. Jana Hinza 1, 77-133 Tuchomie"
1658,17680,"Gminny Ośrodek Kultury, ul. Jana III Sobieskiego 18, 77-133 Tuchomie"
1658,17681,"Wiejski Ośrodek Kultury, Trzebiatkowa 37, 77-134 Tuchomie"
1658,17682,"Wiejski Ośrodek Kultury, Kramarzyny ul. Leśna 1, 77-135 Tuchomie"
1659,17683,"Centrum Kultury i Biblioteki im. Jana Karnowskiego, ul. Dworcowa 18, 89-632 Brusy"
1659,17685,"Szkoła Podstawowa Nr 2, ul. Ogrodowa 2, 89-632 Brusy"
1659,17686,"Ochotnicza Straż Pożarna, ul. Gdańska 1B, 89-632 Brusy"
1659,17687,"Szkoła Podstawowa im. Jana Pawła II, ul. Ogrodowa 2, 89-632 Brusy"
1659,17688,"Urząd Miejski, ul. Na Zaborach 1, 89-632 Brusy"
1659,17689,"Szkoła Podstawowa im. Kard. Stefana Wyszyńskiego, ul. Kard. St. Wyszyńskiego 15, 89-634 Leśno"
1659,17690,"Szkoła Podstawowa im. Tajnej Organizacji Wojskowej """"Gryf Pomorski"""", Lubnia ul. Szkolna 13, 89-632 Brusy"
1659,17691,"Szkoła Podstawowa, Zalesie Gdańska 26, 89-632 Brusy"
1659,17692,"Szkoła Podstawowa im. Ks. Kanonika Bolesława Śledzia, Kosobudy ul. Szkolna 20, 89-632 Brusy"
1659,17693,"Szkoła Podstawowa, Męcikał ul. Szkolna 7, 89-632 Brusy"
1659,17694,"Szkoła Podstawowa im. Stanisława Sikorskiego, Wielkie Chełmy 35, 89-632 Brusy"
1659,17695,"Szkoła Podstawowa im. bł. Ks. Józefa Jankowskiego, Czyczkowy ul. Główna 46, 89-632 Brusy"
1660,17696,"Wiejski Dom Kultury w Swornegaciach, ul. Mestwina 10, 89-608 Swornegacie"
1660,17697,"Szkoła Podstawowa w Charzykowach, ul. Szkolna 1, 89-606 Charzykowy"
1660,17698,"Świetlica Wiejska w Chojniczkach, Chojniczki ul. Chojnicka 76, 89-606 Charzykowy"
1660,17699,"Świetlica Wiejska w Kłodawie, Kłodawa 4, 89-632 Brusy"
1660,17700,"Świetlica Wiejska w Krojantach, Krojanty ul. 18 Pułku Ułanów Pomorskich 11, 89-641 Nowa Cerkiew"
1660,17701,"Szkoła Podstawowa w Nowej Cerkwi, ul. Szkolna 11, 89-641 Nowa Cerkiew"
1660,17702,"Szkoła Podstawowa w Pawłowie, Pawłowo ul. Tucholska 16, 89-620 Chojnice"
1660,17703,"Wiejski Dom Kultury w Silnie, Silno ul. Główna 49, 89-620 Chojnice"
1660,17704,"Szkoła Podstawowa w Ostrowitem, Ostrowite ul. Szkolna 3, 89-620 Chojnice"
1660,17705,"Szkoła Podstawowa w Lichnowach, Lichnowy ul. Szkolna 15, 89-620 Chojnice"
1660,17706,"Szkoła Podstawowa w Ostrowitem, Sławęcin ul. Szkolna 11, 89-620 Chojnice"
1660,17707,"Szkoła Podstawowa w Ogorzelinach, ul. Obkaska 3, 89-665 Ogorzeliny"
1660,17708,"Świetlica Wiejska w Nowym Dworze, Nowy Dwór 19/2, 89-665 Ogorzeliny"
1660,17709,"Szkoła Podstawowa w Nieżychowicach, Nieżychowice 55, 89-620 Chojnice"
1661,17710,"Szkoła Podstawowa Nr 1, ul. Dworcowa 8, 89-650 Czersk"
1661,17711,"Szkoła Podstawowa Nr 2, ul. Kościuszki 6, 89-650 Czersk"
1661,17712,"Remiza OSP, ul. Starogardzka 42, 89-650 Czersk"
1661,17713,"Ośrodek Kultury, ul. Szkolna 11, 89-650 Czersk"
1661,17714,"Liceum Ogólnokształcące im. Wincentego Pola, ul. Szkolna 3, 89-650 Czersk"
1661,17715,"Świetlica Wiejska, Gutowiec ul. Czerska 3a, 89-642 Rytel"
1661,17716,"Świetlica Wiejska, Krzyż 23a, 89-642 Rytel"
1661,17717,"Zespół Szkół, ul. Ks. Kowalkowskiego 6, 89-642 Rytel"
1661,17718,"Ośrodek Kultury, ul. Ks. Kowalkowskiego 11, 89-642 Rytel"
1661,17719,"Ośrodek Kultury, Zapędowo, 89-642 Rytel"
1661,17720,"Zespół Szkół Ponadgimnazjalnych, Malachin ul. Główna 11, 89-650 Czersk"
1661,17721,"Szkoła Podstawowa, Gotelp, 89-651 Gotelp"
1661,17722,"Szkoła Podstawowa, Odry ul. Długa 1, 89-651 Gotelp"
1661,17723,"Ośrodek Kultury, ul. Chojnicka 30, 89-652 Łąg"
1661,17724,"Liceum Ogólnokształcące im. Wincentego Pola, Szkolna 3, 89-650 Czersk"
1661,17725,"Szkoła Podstawowa Nr 1, Łubna 59, 89-650 Czersk"
1661,17726,"Zakład Karny w Koronowie Oddział Zewnętrzny, ul. Dworcowa 29, 89-650 Czersk"
1662,17727,"Sala gimnastyczna przy Zespole Szkół Publicznych w Konarzynach, ul. Szkolna 12, 89-607 Konarzyny"
1663,17748,"Szkoła Podstawowa nr 7, ul. Tuwima 2, 89-600 Chojnice"
1663,17729,"Szkoła Podstawowa nr 1, ul. 31 Stycznia 21, 89-600 Chojnice"
1663,17730,"Zespół Szkół Specjalnych, ul. Jana Pawła II 11, 89-600 Chojnice"
1663,17731,"Zakład Produkcji Materiałów Budowlanych inż. Kazimierz Ginter, ul. Kolejowa 4, 89-600 Chojnice"
1663,17732,"Szkoła Podstawowa nr 3, ul. Dworcowa 6, 89-600 Chojnice"
1663,17733,"Zespół Szkół Ponadgimnazjalnych nr 2, ul. Angowicka 45, 89-600 Chojnice"
1663,17734,"Miejskie Wodociągi Spółka z o. o., Pl. Piastowski 27a, 89-600 Chojnice"
1663,17735,"Szkoła Podstawowa nr 1, ul. Szpitalna 3, 89-600 Chojnice"
1663,17736,"Zespół Szkół, ul. Nowe Miasto 4 - 6, 89-600 Chojnice"
1663,17737,"Szkoła Podstawowa nr 8, ul. Młodzieżowa 44, 89-600 Chojnice"
1663,17738,"Hala Widowiskowo-Sportowa """"Centrum Park"""", ul. Wagnera 3, 89-600 Chojnice"
1663,17739,"Technikum nr 2, ul. Dworcowa 1, 89-600 Chojnice"
1663,17740,"Powiatowa Bursa dla Młodzieży Szkolnej, ul. Świętopełka 1, 89-600 Chojnice"
1663,17741,"Szkoła Podstawowa nr 5, ul. Wicka Rogali 18, 89-600 Chojnice"
1663,17742,"Zespół Szkół Ponadgimnazjalnych nr 1, ul. Kościerska 11, 89-600 Chojnice"
1663,17743,"Budynek socjalny Boiska Nowych Nadziei """"Modrak"""", ul. Bałtycka 1, 89-600 Chojnice"
1663,17744,"Świetlica Osiedlowa, ul. Jabłoniowa 43, 89-600 Chojnice"
1663,17745,"Przedszkole Niepubliczne z Grupą Żłobkową """"MISIOWA AKADEMIA"""", ul. Kard. Stefana Wyszyńskiego 8, 89-600 Chojnice"
1663,17746,"Żłobek Miejski, ul. Młodzieżowa 7, 89-604 Chojnice"
1663,17747,"Sala konferencyjna Szpitala Specjalistycznego im. J. K. Łukowicza, ul. Leśna 10, 89-600 Chojnice"
1663,17749,"Świetlica Szpitala Specjalistycznego im. J. K. Łukowicza, ul. Leśna 10, 89-600 Chojnice"
1663,17750,"Dom Pomocy Społecznej, ul. Leśna 12, 89-600 Chojnice"
1663,17751,"Zakład Karny w Koronowie Oddział Zewnętrzny w Chojnicach, ul. Pietruszkowa 4, 89-600 Chojnice"
1664,17752,"Czarneńskie Centrum Kultury, ul. Kolejowa 14, 77-330 Czarne"
1664,17753,"Przedszkole Gminne, ul. Parkowa 7, 77-330 Czarne"
1664,17754,"Sala remizy Ochotniczej Straży Pożarnej, ul. Ogrodowa 20, 77-330 Czarne"
1664,17755,"Świetlica Wiejska, Nadziejewo 21, 77-330 Czarne"
1664,17756,"Filia Biblioteki, Wyczechy 54, 77-326 Wyczechy"
1664,17757,"Międzypokoleniowe Wiejskie Centrum Aktywności, Bińcze 12, 77-324 Bińcze"
1664,17758,"Świetlica Wiejska, Domisław 30a, 77-330 Czarne"
1664,17759,"Klub Animacji Społecznej, Krzemieniewo 34, 77-330 Czarne"
1664,17760,"Zakład Karny, ul. Pomorska 1, 77-330 Czarne"
1664,17761,"Dom Pomocy Społecznej, ul. Zamkowa 19, 77-330 Czarne"
1665,17762,"Szkoła Podstawowa, Polnica 72, 77-300 Człuchów"
1665,17763,"Szkoła Podstawowa, Rychnowy 5, 77-300 Człuchów"
1665,17764,"Szkoła Podstawowa, Wierzchowo-Dworzec ul. Szkolna 16, 77-300 Człuchów"
1665,17765,"Świetlica Wiejska, Mosiny 26, 77-300 Człuchów"
1665,17766,"Świetlica Wiejska, Kołdowo 42, 77-300 Człuchów"
1665,17767,"Szkoła Podstawowa, Stołczno 1, 77-300 Człuchów"
1665,17768,"Świetlica Wiejska, Barkowo 31a, 77-300 Człuchów"
1666,17769,"Ośrodek Pomocy Społecznej, ul. Ogrodowa 27, 77-310 Debrzno"
1666,17771,"Centrum Kultury, Sportu i Turystyki, ul. Wojska Polskiego 2, 77-310 Debrzno"
1666,17772,"Ochotnicza Straż Pożarna, ul. Miła 8, 77-310 Debrzno"
1666,17773,"Świetlica Wiejska, Stanisławka 10B, 77-310 Debrzno"
1666,17774,"Świetlica Wiejska, Strzeczona 4A, 77-310 Debrzno"
1666,17775,"Świetlica Wiejska, Słupia 38A, 77-310 Debrzno"
1666,17776,"Świetlica Wiejska, Uniechów 18C, 77-310 Debrzno"
1666,17777,"Świetlica Wiejska, Cierznie 20, 77-310 Debrzno"
1666,17778,"Świetlica Wiejska, Nowe Gronowo 27, 77-310 Debrzno"
1666,17779,"Pałac, Stare Gronowo 48, 77-310 Debrzno"
1667,17780,"Sala wiejska w Bielsku, Bielsko 10, 77-220 Koczała"
1667,17781,"Gminny Ośrodek Kultury w Koczale, Klonowa 9, 77-220 Koczała"
1667,17782,"Zespół Kształcenia i Wychowania w Koczale, Szkolna 16, 77-220 Koczała"
1667,17783,"Sala wiejska w Pietrzykowie, Pietrzykowo 24, 77-220 Koczała"
1667,17784,"""""TEEN CHALLENGE"""" Chrześcijański Ośrodek dla Osób Uzależnionych, Łękinia 17, 77-220 Koczała"
1668,17785,"Świetlica wiejska, Szczytno 11, 77-320 Przechlewo"
1668,17786,"Świetlica Wiejska, Nowa Wieś 55a, 77-320 Przechlewo"
1668,17787,"Świetlica wiejska, Sąpolno 21 a, 77-320 Przechlewo"
1668,17788,"Dom Kultury, ul. Młyńska 11, 77-320 Przechlewo"
1668,17789,"Przedszkole w Przechlewie, Osiedle Juźkowa 14, 77-320 Przechlewo"
1668,17790,"Szkoła Podstawowa, Szkolna 4e, 77-320 Przechlewo"
1668,17791,"Świetlica wiejska, Lisewo 3a, 77-320 Przechlewo"
1668,17792,"Świetlica wiejska, Płaszczyca 12b, 77-320 Przechlewo"
1668,17793,"Ośrodek Readaptacji Stowarzyszenia Solidarni """"PLUS"""" EKO """"Szkoła Życia"""" w Wandzinie, Wandzin, 77-300 Człuchów"
1669,17794,"Gminne Centrum Kultury Sportu Turystyki i Rekreacji, ul. Lipowa 1, 77-304 Rzeczenica"
1669,17795,"Zespół Szkół, ul. Przechlewska 6, 77-304 Rzeczenica"
1669,17796,"Świetlica wiejska, Brzezie ul. Koszalińska 33, 77-304 Rzeczenica"
1669,17797,"Świetlica wiejska, Międzybórz 22, 77-304 Rzeczenica"
1669,17798,"Świetlica wiejska w Gwieździnie, Gwieździn 18a, 77-304 Rzeczenica"
1669,17799,"Szkoła Filjalna, Pieniężnica 55, 77-304 Rzeczenica"
1670,17801,"Szkoła Podstawowa Nr 1, ul. Szkolna 3, 77-300 Człuchów"
1670,17802,"Urząd Miejski, al. Wojska Polskiego 1, 77-300 Człuchów"
1670,17803,"Cech Rzemiosł Różnych, ul. Plantowa 2, 77-300 Człuchów"
1670,17804,"Zespół Szkół Społecznych STO, ul. Sobieskiego 7A, 77-300 Człuchów"
1670,17805,"Szkoła Podstawowa nr 1, ul. Średnia 4a, 77-300 Człuchów"
1670,17806,"Centrum Kształcenia Ustawicznego, ul. Szczecińska 8, 77-300 Człuchów"
1670,17807,"Wyższa Szkoła Pedagogiczna im. J. Korczaka w Warszawie Wydział Zamiejscowy w Człuchowie, osiedle Wincentego Witosa 20, 77-300 Człuchów"
1670,17808,"Samodzielny Publiczny Zakład Opieki Zdrowotnej, ul. Szczecińska 16, 77-300 Człuchów"
1671,17809,"Szkoła Podstawowa Nr 20, Gdańsk ul. Wczasy 3, 80-509 Gdańsk 26"
1671,17810,"Projektornia Gdański Archipelag Kultury, Gdańsk ul. Dworska 29A, 80-506 Gdańsk 26"
1671,17811,"STOWARZYSZENIE SZKOŁY GEDANENSIS, Gdańsk ul. Dworska 34, 80-506 Gdańsk 26"
1671,17813,"Zespół Szkół Ogólnokształcących Nr 10, Gdańsk ul. Krasickiego 10, 80-515 Gdańsk 26"
1671,17814,"Zespół Szkół Morskich, Gdańsk ul. Wyzwolenia 8, 80-537 Gdańsk 4"
1671,17815,"Zespół Szkół Ogólnokształcących Nr 5, Gdańsk ul. Na Zaspę 31A, 80-546 Gdańsk 4"
1671,17816,"Szkoła Podstawowa Nr 55, Gdańsk ul. Wolności 6A, 80-538 Gdańsk 4"
1671,17817,"Gdańska Organizacja Turystyczna, Gdańsk ul. Uczniowska 22, 80-530 Gdańsk 4"
1671,17819,"Dom Sztuki-Gdański Archipelag Kultury, Gdańsk ul. Stryjewskiego 25, 80-625 Gdańsk 8"
1671,17821,"Szkoła Podstawowa Nr 11, Gdańsk ul. Stryjewskiego 28, 80-620 Gdańsk 8"
1671,17822,"Szkoła Podstawowa Nr 72, Gdańsk ul. Kłosowa 3, 80-627 Gdańsk 8"
1671,17824,"Szkoła Podstawowa Nr 61, Gdańsk ul. Sienna 26, 80-605 Gdańsk 8"
1671,17825,"Szkoła Podstawowa Nr 62, Gdańsk ul. Kępna 38, 80-635 Gdańsk 8"
1671,17826,"Zespół Kształcenia Podstawowego i Przedszkolnego Nr 1, Gdańsk ul. Tęczowa 6, 80-680 Gdańsk 40"
1671,17827,"Szkoła Podstawowa Nr 88, Gdańsk ul. Boguckiego 44, 80-690 Gdańsk 40"
1671,17828,"Szkoła Podstawowa Nr 29 Fundacji Familijny Poznań, Gdańsk ul. Miałki Szlak 74, 80-717 Gdańsk 50"
1671,17829,"Zespół Szkół Samochodowych, Gdańsk, Śródmieście ul. Elbląska 54/64, 80-724 Gdańsk 50"
1671,17830,"Szkoła Podstawowa Nr 59, Gdańsk ul. Modra 2, 80-736 Gdańsk 50"
1671,17832,"Szkoła Podstawowa Nr 56, Gdańsk ul. Małomiejska 8A, 80-037 Gdańsk 9"
1671,17834,"Szkoła Podstawowa Nr 16, Gdańsk ul. Ubocze 3, 80-052 Gdańsk 9"
1671,17835,"Centrum Kształcenia Zawodowego i Ustawicznego Nr 2, Gdańsk ul. Smoleńska 5/7, 80-058 Gdańsk 9"
1671,17836,"Przedszkole Nr 24, Gdańsk Trakt Św. Wojciecha 320, 80-001 Gdańsk 9"
1671,17837,"Szkoła Podstawowa Nr 40, Gdańsk ul. Stroma 19, 80-012 Gdańsk 9"
1671,17838,"I Liceum Ogólnokształcące, Gdańsk ul. Wały Piastowskie 6, 80-855 Gdańsk 50"
1671,17839,"Nadbałtyckie Centrum Kultury, Gdańsk ul. Korzenna 33/35, 80-851 Gdańsk 50"
1671,17840,"Szkoła Podstawowa Specjalna Nr 26, Gdańsk ul. Karpia 1, 80-882 Gdańsk 50"
1671,17841,"Szkoła Podstawowa Nr 50, Gdańsk ul. Grobla IV 8, 80-837 Gdańsk 50"
1671,17842,"Pałac Młodzieży, Gdańsk ul. Ogarna 56, 80-826 Gdańsk 50"
1671,17843,"Szkoła Podstawowa Nr 67, Gdańsk ul. Żabi Kruk 5, 80-822 Gdańsk 50"
1671,17844,"Szkoła Podstawowa Nr 65, Gdańsk ul. Śluza 6, 80-770 Gdańsk 50"
1671,17845,"Szkoła Podstawowa Nr 4, Gdańsk ul. Łąkowa 61, 80-769 Gdańsk 50"
1671,17846,"Szkoły Ekonomiczno-Handlowe, Gdańsk ul. Seredyńskiego 1A, 80-753 Gdańsk 50"
1671,17847,"Zespół Szkół Ogólnokształcących Nr 6, Gdańsk ul. Głęboka 11, 80-759 Gdańsk 50"
1671,17848,"Urząd Miejski w Gdańsku, Gdańsk ul. 3 Maja 9, 80-802 Gdańsk 50"
1671,17849,"Szkoła Podstawowa Nr 21, Gdańsk ul. Na Stoku 43, 80-811 Gdańsk 50"
1671,17851,"Szkoła Podstawowa Nr 86, Gdańsk ul. Wielkopolska 20, 80-180 Gdańsk 42"
1671,17855,"Szkoła Podstawowa Nr 12, Gdańsk ul. Człuchowska 6, 80-180 Gdańsk 42"
1671,17856,"Przedszkole Ujeścisko Sp. z o. o., Gdańsk ul. Płocka 4, 80-180 Gdańsk 42"
1671,17857,"Przedszkole Publiczne Słoneczna Kraina """"Ujeścisko"""", Gdańsk ul. Lubelska 3A, 80-180 Gdańsk 42"
1671,17859,"Szkoła Podstawowa Nr 85, Gdańsk, Jasień ul. Stolema 59, 80-177 Gdańsk 16"
1671,17862,"Szkoła Podstawowa Nr 86, Gdańsk, Ujeścisko-Łostowice ul. Wielkopolska 20, 80-180 Gdańsk 42"
1671,17865,"Szkoła Podstawowa Nr 19, Gdańsk ul. Hoene 6, 80-041 Gdańsk 7"
1671,17868,"Morskie Przedszkole, Gdańsk ul. Rogalińska 17, 80-809 Gdańsk 20"
1671,17867,"Morska Szkoła Podstawowa, Gdańsk ul. Rogalińska 17, 80-809 Gdańsk 20"
1671,17869,"Szkoła Podstawowa Nr 47, Gdańsk ul. Reformacka 18, 80-808 Gdańsk 20"
1671,17870,"Przedszkole Niepubliczne """"RADOSNY ZAKĄTEK"""", Gdańsk ul. Chałubińskiego 18, 80-807 Gdańsk 20"
1671,17872,"Zespół Szkół Ogólnokształcących Nr 7, Gdańsk ul. Chałubińskiego 13, 80-807 Gdańsk 20"
1671,17874,"Szkoła Podstawowa Nr 8, Gdańsk ul. Dragana 22, 80-807 Gdańsk 20"
1671,17876,"Szkoła Podstawowa Nr 8, Gdańsk ul. Dragana 2, 80-807 Gdańsk 20"
1671,17879,"Szkoła Podstawowa Nr 85, Gdańsk ul. Stolema 59, 80-177 Gdańsk 16"
1671,17881,"Przedszkole Nr 82, Gdańsk ul. Damroki 137, 80-177 Gdańsk 16"
1671,17882,"Szkoła Podstawowa Nr 8, Gdańsk, Chełm ul. Dragana 2, 80-807 Gdańsk 20"
1671,17883,"Gdański Zespół Schronisk i Sportu Szkolnego Filia SSM, Gdańsk ul. Kartuska 245B, 80-122 Gdańsk 18"
1671,17885,"Szkoła Podstawowa Nr 14, Gdańsk ul. Kartuska 126A, 80-104 Gdańsk 18"
1671,17887,"Szkoła Podstawowa Nr 58, Gdańsk ul. Skarpowa 3, 80-145 Gdańsk 48"
1671,17888,"Gdańskie Nieruchomości, Gdańsk ul. Cygańska Góra 1, 80-171 Gdańsk 48"
1671,17889,"Szkoła Podstawowa Nr 43, Gdańsk ul. Beethovena 20, 80-171 Gdańsk 48"
1671,17891,"Zespół Szkolno-Przedszkolny Nr 2, Gdańsk ul. Czajkowskiego 1, 80-169 Gdańsk 48"
1671,17893,"Szkoła Podstawowa Nr 1, Gdańsk ul. Gojawiczyńskiej 10, 80-286 Gdańsk 44"
1671,17894,"Zespół Szkół Ogólnokształcących Nr 12, Gdańsk ul. Dobrowolskiego 6, 80-286 Gdańsk 44"
1671,17899,"Szkoła Podstawowa Nr 2 z Oddziałami Sportowymi, Gdańsk ul. Marusarzówny 10, 80-288 Gdańsk 44"
1671,17900,"Niepubliczny Zakład Opieki Zdrowotnej """"PRZYCHODNIA MORENA"""" Sp. z o. o., Gdańsk ul. Jaśkowa Dolina 105, 80-286 Gdańsk 44"
1671,17901,"Rada Dzielnicy Aniołki, Gdańsk ul. Poniatowskiego 13, 80-156 Gdańsk 48"
1671,17902,"Szkoła Podstawowa Nr 15, Gdańsk ul. Smoluchowskiego 13, 80-214 Gdańsk 6"
1671,17903,"Szkoła Podstawowa Nr 69, Gdańsk ul. Zielony Trójkąt 1, 80-869 Gdańsk 50"
1671,17905,"Szkoła Podstawowa Nr 38, Gdańsk ul. Leśna Góra 2, 80-281 Gdańsk 44"
1671,17906,"Szkoły im. Św. Jana de La Salle, Gdańsk ul. Słowackiego 101, 80-281 Gdańsk 44"
1671,17907,"Szkoła Podstawowa Nr 27, Gdańsk ul. Srebrniki 10, 80-282 Gdańsk 6"
1671,17909,"Szkoła Podstawowa Nr 39, Gdańsk ul. Obywatelska 1, 80-259 Gdańsk 6"
1671,17910,"Zespół Szkół Ogólnokształcących Nr 13, Gdańsk ul. Topolowa 7, 80-255 Gdańsk 6"
1671,17911,"Szkoła Podstawowa Nr 45, Gdańsk ul. Matki Polki 3A, 80-251 Gdańsk 6"
1671,17912,"Gdański Zarząd Dróg i Zieleni, Gdańsk ul. Partyzantów 36, 80-254 Gdańsk 6"
1671,17913,"Gdańskie Autobusy i Tramwaje Sp. z o. o., Gdańsk ul. Jaśkowa Dolina 2, 80-252 Gdańsk 6"
1671,17914,"Polska Akademia Nauk Oddział w Gdańsku, Gdańsk ul. Jaśkowa Dolina 31, 80-286 Gdańsk 6"
1671,17915,"Przedszkole Nr 4, Gdańsk ul. Do Studzienki 36, 80-227 Gdańsk 6"
1671,17916,"Pomorskie Szkoły Rzemiosł, Gdańsk ul. Sobieskiego 90, 80-216 Gdańsk 6"
1671,17917,"Szkoły Okrętowe i Techniczne """"CONRADINUM"""", Gdańsk ul. Piramowicza 1/2, 80-218 Gdańsk 6"
1671,17918,"Szkoła Podstawowa Nr 17, Gdańsk ul. Czarnieckiego 2, 80-239 Gdańsk 6"
1671,17919,"Centrum Kształcenia Zawodowego i Ustawicznego Nr 1, Gdańsk Al. Hallera 16/18, 80-426 Gdańsk 6"
1671,17920,"WINDA-Gdański Archipelag Kultury, Gdańsk ul. Racławicka 17, 80-406 Gdańsk 6"
1671,17923,"Szkoła Podstawowa Nr 52, Gdańsk ul. Kościuszki 111, 80-427 Gdańsk 6"
1671,17924,"Szkoła Podstawowa Nr 24, Gdańsk ul. Lilli Wenedy 19, 80-419 Gdańsk 6"
1671,17925,"Ogólnokształcąca Szkoła Baletowa, Gdańsk Al. Legionów 3, 80-441 Gdańsk 6"
1671,17926,"Zespół Szkół Gastronomiczno-Hotelarskich, Gdańsk Al. Legionów 7, 80-441 Gdańsk 6"
1671,17927,"Szkoła Podstawowa Nr 49, Gdańsk Al. Legionów 11, 80-441 Gdańsk 6"
1671,17928,"XIX Liceum Ogólnokształcące, Gdańsk ul. Pestalozziego 11/13, 80-445 Gdańsk 6"
1671,17929,"II Liceum Ogólnokształcące, Gdańsk ul. Pestalozziego 7/9, 80-445 Gdańsk 6"
1671,17930,"Zespół Szkół Ogólnokształcących Nr 1, Gdańsk ul. Wilka-Krzyżanowskiego 8, 80-271 Gdańsk 6"
1671,17931,"Rada Dzielnicy Strzyża, Gdańsk ul. Sychty 12, 80-276 Gdańsk 6"
1671,17932,"Państwowe Szkoły Budownictwa, Gdańsk Al. Grunwaldzka 238, 80-266 Gdańsk 6"
1671,17934,"Szkoła Podstawowa Nr 48, Gdańsk ul. Burzyńskiego 10, 80-462 Gdańsk 22"
1671,17935,"Niepubliczna Szkoła Podstawowa """"NASZA SZKOŁA"""", Gdańsk ul. Ciołkowskiego 10, 80-463 Gdańsk 22"
1671,17937,"Zespół Szkół Ogólnokształcących Nr 8, Gdańsk ul. Meissnera 9, 80-462 Gdańsk 22"
1671,17939,"XV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi, Gdańsk ul. Pilotów 7, 80-460 Gdańsk 22"
1671,17941,"Szkoła Podstawowa Nr 92, Gdańsk ul. Startowa 9, 80-461 Gdańsk 22"
1671,17943,"Przedszkole Nr 86, Gdańsk ul. Dywizjonu 303 nr 27, 80-462 Gdańsk 22"
1671,17945,"Szkoła Podstawowa Nr 80, Gdańsk ul. Opolska 9, 80-395 Gdańsk 53"
1671,17947,"Szkoła Podstawowa Nr 79, Gdańsk ul. Kołobrzeska 49, 80-391 Gdańsk 53"
1671,17949,"XXI Liceum Ogólnokształcące z Oddziałami Sportowymi, Gdańsk ul. Kołobrzeska 75, 80-396 Gdańsk 53"
1671,17950,"XXI Liceum Ogólnokształcące z Oddziałami Sportowymi, Gdańsk ul. Kołobrzeska 77, 80-396 Gdańsk 53"
